id_incident,date,description,priorité
INC00000228,2021-01-27,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel ERP-Paris.,Faible
INC00000229,2022-02-13,Un seul utilisateur rencontrent une situation de latence sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Faible
INC00000230,2022-12-20,Le service informatique rencontrent une situation de latence sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Faible
INC00000231,2020-07-22,Le siège rencontrent une situation de crash complet sur le logiciel RAPT.,Critique
INC00000232,2024-11-26,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000233,2021-10-13,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel RAPT.,Critique
INC00000234,2023-01-12,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Faible
INC00000235,2020-10-16,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel ERM-X.,Faible
INC00000236,2020-05-09,Un seul utilisateur rencontrent une situation de latence sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000237,2020-08-24,Le siège rencontrent une situation de indisponibilité totale sur le logiciel AUTOSYS.,Critique
INC00000238,2021-07-30,Le service informatique rencontrent une situation de bug visuel sur le logiciel SAB.,Faible
INC00000239,2022-12-04,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Critique
INC00000240,2020-10-17,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000241,2020-01-08,Le service informatique rencontrent une situation de latence sur le logiciel SAB.,Faible
INC00000242,2024-02-04,Le service informatique rencontrent une situation de panne critique sur le logiciel SBS.,Moyenne
INC00000243,2023-04-27,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Faible
INC00000244,2020-12-04,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel CRM-X.,Critique
INC00000245,2021-02-24,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel CRM-X.,Critique
INC00000246,2021-03-13,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel SERVICENOW.,Moyenne
INC00000247,2020-10-31,Le service informatique rencontrent une situation de bug visuel sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000248,2023-04-21,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel MOBIAPP.,Élevée
INC00000249,2023-02-23,Une agence régionale rencontrent une situation de panne critique sur le logiciel E-BANKING.,Moyenne
INC00000250,2024-07-21,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Très faible
INC00000251,2021-10-27,Le siège rencontrent une situation de perte de données sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Critique
INC00000252,2020-12-23,Un seul utilisateur rencontrent une situation de latence sur le logiciel ERP-Paris.,Très faible
INC00000253,2023-11-20,Une agence régionale rencontrent une situation de latence sur le logiciel SBS.,Très faible
INC00000254,2022-07-25,Une agence régionale rencontrent une situation de panne critique sur le logiciel ERP-Paris.,Moyenne
INC00000255,2020-12-05,Le siège rencontrent une situation de attaque sur le logiciel GPI.,Élevée
INC00000256,2022-11-24,Le service informatique rencontrent une situation de panne critique sur le logiciel SAB.,Moyenne
INC00000257,2020-08-16,Le service informatique rencontrent une situation de bug visuel sur le logiciel ERP-Paris.,Faible
INC00000258,2022-09-05,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Très faible
INC00000259,2022-12-27,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel NOVAFLOW.,Faible
INC00000260,2022-07-14,Le siège rencontrent une situation de perte de données sur le logiciel CLICKER.,Critique
INC00000261,2024-04-01,Le siège rencontrent une situation de crash complet sur le logiciel SBS.,Critique
INC00000262,2022-12-10,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel SAB.,Très faible
INC00000263,2023-01-03,Le siège rencontrent une situation de latence sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000264,2020-05-27,Le siège rencontrent une situation de latence sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Moyenne
INC00000265,2023-04-15,Le siège rencontrent une situation de bug visuel sur le logiciel SERVICENOW.,Moyenne
INC00000266,2022-10-02,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Très faible
INC00000267,2022-10-12,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel SERVICEITECH.,Critique
INC00000268,2022-07-19,Le service informatique rencontrent une situation de bug visuel sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000269,2022-10-07,Une agence régionale rencontrent une situation de bug visuel sur le logiciel AUTOSYS.,Faible
INC00000270,2021-08-20,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel ERM-X.,Faible
INC00000271,2023-03-14,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel ERP-Paris.,Élevée
INC00000272,2024-07-28,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Moyenne
INC00000273,2021-11-02,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel CFT.,Faible
INC00000274,2023-01-13,Plusieurs agences rencontrent une situation de panne critique sur le logiciel MOBIAPP.,Élevée
INC00000275,2022-03-25,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Très faible
INC00000276,2022-09-29,Le siège rencontrent une situation de bug visuel sur le logiciel NOVAFLOW.,Moyenne
INC00000277,2021-10-14,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Moyenne
INC00000278,2022-11-27,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000279,2021-02-13,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000280,2023-09-05,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Faible
INC00000281,2024-03-06,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel CFT. Cela engendre une perturbation des services métiers.,Critique
INC00000282,2020-10-04,Tous les utilisateurs rencontrent une situation de crash complet sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Critique
INC00000283,2021-09-24,Le service informatique rencontrent une situation de bug visuel sur le logiciel NOVAFLOW.,Faible
INC00000284,2022-05-12,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel I-CASH.,Très faible
INC00000285,2022-07-03,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000286,2023-05-23,Plusieurs agences rencontrent une situation de latence sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Moyenne
INC00000287,2021-06-22,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000288,2024-11-12,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000289,2023-02-21,Plusieurs agences rencontrent une situation de panne critique sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Élevée
INC00000290,2024-09-10,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Moyenne
INC00000291,2023-05-18,Plusieurs agences rencontrent une situation de latence sur le logiciel SBS.,Moyenne
INC00000292,2022-12-07,Un seul utilisateur rencontrent une situation de latence sur le logiciel SERVICEITECH.,Très faible
INC00000293,2021-09-21,Le siège rencontrent une situation de attaque sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Critique
INC00000294,2022-12-07,Un seul utilisateur rencontrent une situation de latence sur le logiciel RAPT.,Faible
INC00000295,2023-11-14,Tous les utilisateurs rencontrent une situation de latence sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Moyenne
INC00000296,2022-04-12,Une agence régionale rencontrent une situation de bug visuel sur le logiciel E-BANKING.,Faible
INC00000297,2024-09-27,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel CRM-X.,Faible
INC00000298,2024-05-30,Le siège rencontrent une situation de intrusion sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000299,2020-11-13,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel E-BANKING.,Élevée
INC00000300,2022-07-06,Une agence régionale rencontrent une situation de panne critique sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000301,2022-06-17,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel AUTOSYS.,Faible
INC00000302,2023-11-19,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel ERP-Paris.,Critique
INC00000303,2022-05-21,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Élevée
INC00000304,2023-12-22,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Faible
INC00000305,2024-12-08,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel GPI.,Élevée
INC00000306,2022-02-17,Plusieurs agences rencontrent une situation de intrusion sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Critique
INC00000307,2023-06-03,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Faible
INC00000308,2020-11-26,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel SBS.,Faible
INC00000309,2021-08-12,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000310,2021-09-15,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel NOVAFLOW.,Faible
INC00000311,2022-12-04,Tous les utilisateurs rencontrent une situation de latence sur le logiciel AUTOSYS.,Moyenne
INC00000312,2022-03-06,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel CRM-X.,Faible
INC00000313,2023-04-21,Plusieurs agences rencontrent une situation de attaque sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Élevée
INC00000314,2024-09-29,Un seul utilisateur rencontrent une situation de latence sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Faible
INC00000315,2021-07-21,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000316,2021-04-20,Le siège rencontrent une situation de latence sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000317,2021-12-04,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Très faible
INC00000318,2021-01-15,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Très faible
INC00000319,2022-10-16,Le siège rencontrent une situation de latence sur le logiciel I-CASH.,Moyenne
INC00000320,2022-05-18,Le siège rencontrent une situation de latence sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Moyenne
INC00000321,2020-08-13,Tous les utilisateurs rencontrent une situation de perte de données sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000322,2024-11-09,Une agence régionale rencontrent une situation de panne critique sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Moyenne
INC00000323,2023-08-08,Une agence régionale rencontrent une situation de panne critique sur le logiciel SAB.,Moyenne
INC00000324,2021-05-27,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Faible
INC00000325,2020-04-28,Le siège rencontrent une situation de intrusion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Critique
INC00000326,2022-02-27,Une agence régionale rencontrent une situation de panne critique sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000327,2021-03-19,Le service informatique rencontrent une situation de bug visuel sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000328,2022-03-24,Une agence régionale rencontrent une situation de bug visuel sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000329,2021-03-17,Une agence régionale rencontrent une situation de bug visuel sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000330,2024-02-16,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Faible
INC00000331,2021-02-09,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel ERM-X.,Critique
INC00000332,2023-11-09,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel DOCUBASE.,Critique
INC00000333,2021-02-28,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Faible
INC00000334,2024-03-04,Plusieurs agences rencontrent une situation de crash complet sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Élevée
INC00000335,2023-03-09,Un seul utilisateur rencontrent une situation de latence sur le logiciel MOBIAPP.,Très faible
INC00000336,2022-10-06,Le service informatique rencontrent une situation de bug visuel sur le logiciel ERM-X.,Faible
INC00000337,2023-09-21,Le service informatique rencontrent une situation de latence sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Très faible
INC00000338,2022-02-25,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Faible
INC00000339,2024-07-25,Le siège rencontrent une situation de bug visuel sur le logiciel SERVICENOW.,Moyenne
INC00000340,2022-10-01,Un seul utilisateur rencontrent une situation de latence sur le logiciel GPI.,Faible
INC00000341,2023-02-27,Une agence régionale rencontrent une situation de latence sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000342,2024-03-14,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CFT.,Faible
INC00000343,2023-10-20,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel SAB. Cela engendre une perturbation des services métiers.,Faible
INC00000344,2024-07-15,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SERVICEITECH.,Très faible
INC00000345,2023-09-17,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Faible
INC00000346,2024-01-25,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel ERP-Paris.,Très faible
INC00000347,2022-05-17,Plusieurs agences rencontrent une situation de indisponibilité totale sur le logiciel AUTOSYS.,Critique
INC00000348,2020-10-30,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000349,2021-07-24,Le service informatique rencontrent une situation de latence sur le logiciel NOVAFLOW. Cela engendre une perturbation des services métiers.,Très faible
INC00000350,2022-10-08,Le siège rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Critique
INC00000351,2020-09-27,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel SAB.,Faible
INC00000352,2023-11-07,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel SERVICEITECH.,Faible
INC00000353,2023-08-08,Une agence régionale rencontrent une situation de bug visuel sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000354,2020-12-03,Plusieurs agences rencontrent une situation de attaque sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Critique
INC00000355,2020-11-16,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel I-CASH.,Moyenne
INC00000356,2021-05-16,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel GPI.,Critique
INC00000357,2021-06-08,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Moyenne
INC00000358,2022-06-19,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel CLICKER.,Moyenne
INC00000359,2024-01-22,Un seul utilisateur rencontrent une situation de erreur mineure sur le logiciel SAB.,Faible
INC00000360,2023-05-03,Le siège rencontrent une situation de latence sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000361,2024-02-16,Le siège rencontrent une situation de crash complet sur le logiciel ERM-X.,Élevée
INC00000362,2023-06-30,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel ERM-X.,Moyenne
INC00000363,2023-07-10,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CRM-X.,Très faible
INC00000364,2024-11-10,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Critique
INC00000365,2021-10-24,Le siège rencontrent une situation de attaque sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Critique
INC00000366,2021-11-19,Le siège rencontrent une situation de bug visuel sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Moyenne
INC00000367,2023-06-10,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000368,2021-11-15,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Très faible
INC00000369,2024-04-02,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel GPI.,Faible
INC00000370,2022-02-01,Le siège rencontrent une situation de bug visuel sur le logiciel GPI. Cela engendre une perturbation des services métiers.,Moyenne
INC00000371,2022-07-04,Une agence régionale rencontrent une situation de bug visuel sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Très faible
INC00000372,2022-05-11,Plusieurs agences rencontrent une situation de crash complet sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Critique
INC00000373,2022-08-26,Le service informatique rencontrent une situation de bug visuel sur le logiciel ERP-Paris.,Faible
INC00000374,2024-10-25,Plusieurs agences rencontrent une situation de latence sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Moyenne
INC00000375,2021-05-05,Une agence régionale rencontrent une situation de bug visuel sur le logiciel AUTOSYS.,Faible
INC00000376,2024-05-22,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel CFT.,Critique
INC00000377,2020-07-23,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel NOVAFLOW.,Moyenne
INC00000378,2022-03-17,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Critique
INC00000379,2021-09-30,Le service informatique rencontrent une situation de panne critique sur le logiciel SERVICEITECH.,Moyenne
INC00000380,2021-06-18,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Moyenne
INC00000381,2020-12-19,Le service informatique rencontrent une situation de latence sur le logiciel ERP-Paris.,Très faible
INC00000382,2023-01-20,Plusieurs agences rencontrent une situation de latence sur le logiciel RAPT.,Moyenne
INC00000383,2021-04-19,Le siège rencontrent une situation de bug visuel sur le logiciel I-CASH.,Moyenne
INC00000384,2020-01-04,Le siège rencontrent une situation de perte de données sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Critique
INC00000385,2024-03-09,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel CLICKER. Cela engendre une perturbation des services métiers.,Élevée
INC00000386,2023-03-12,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000387,2020-08-22,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel ERP-Paris. Cela engendre une perturbation des services métiers.,Critique
INC00000388,2021-01-29,Le service informatique rencontrent une situation de panne critique sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Moyenne
INC00000389,2024-09-29,Plusieurs agences rencontrent une situation de intrusion sur le logiciel DBS.,Critique
INC00000390,2023-07-09,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel E-BANKING.,Faible
INC00000391,2021-10-08,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Très faible
INC00000392,2024-01-04,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000393,2022-06-18,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Élevée
INC00000394,2022-11-18,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Critique
INC00000395,2021-06-02,Plusieurs agences rencontrent une situation de crash complet sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Élevée
INC00000396,2021-03-04,Le service informatique rencontrent une situation de bug visuel sur le logiciel DOCUBASE. Cela engendre une perturbation des services métiers.,Faible
INC00000397,2024-07-31,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000398,2022-03-08,Tous les utilisateurs rencontrent une situation de intrusion sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Critique
INC00000399,2020-09-15,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Faible
INC00000400,2023-08-04,Tous les utilisateurs rencontrent une situation de bug visuel sur le logiciel CRM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000401,2023-03-10,Le service informatique rencontrent une situation de latence sur le logiciel I-CASH.,Faible
INC00000402,2021-08-16,Le siège rencontrent une situation de bug visuel sur le logiciel DBS.,Moyenne
INC00000403,2022-01-02,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel MOBIAPP.,Faible
INC00000404,2021-11-16,Le siège rencontrent une situation de perte de données sur le logiciel AUTOSYS.,Critique
INC00000405,2023-10-07,Le service informatique rencontrent une situation de latence sur le logiciel AUTOSYS. Cela engendre une perturbation des services métiers.,Faible
INC00000406,2021-08-16,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Faible
INC00000407,2020-05-09,Un seul utilisateur rencontrent une situation de latence sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Très faible
INC00000408,2020-12-31,Le siège rencontrent une situation de latence sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000409,2020-05-02,Un seul utilisateur rencontrent une situation de latence sur le logiciel ERM-X.,Faible
INC00000410,2023-08-31,Une agence régionale rencontrent une situation de dysfonctionnement mineur sur le logiciel SBS.,Faible
INC00000411,2021-03-15,Tous les utilisateurs rencontrent une situation de latence sur le logiciel DBS.,Moyenne
INC00000412,2023-09-22,Plusieurs agences rencontrent une situation de latence sur le logiciel CLICKER.,Moyenne
INC00000413,2022-05-16,Le siège rencontrent une situation de latence sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Moyenne
INC00000414,2021-03-14,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Élevée
INC00000415,2023-11-07,Tous les utilisateurs rencontrent une situation de latence sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000416,2023-03-28,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel SERVICEITECH.,Critique
INC00000417,2021-03-29,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel CLICKER.,Faible
INC00000418,2020-03-14,Tous les utilisateurs rencontrent une situation de attaque sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Critique
INC00000419,2024-05-23,Le siège rencontrent une situation de intrusion sur le logiciel ERM-X. Cela engendre une perturbation des services métiers.,Critique
INC00000420,2020-07-02,Le service informatique rencontrent une situation de latence sur le logiciel MOBIAPP. Cela engendre une perturbation des services métiers.,Faible
INC00000421,2023-10-04,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel RAPT.,Moyenne
INC00000422,2023-06-23,Une agence régionale rencontrent une situation de bug visuel sur le logiciel SAB.,Très faible
INC00000423,2023-11-24,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel E-BANKING.,Faible
INC00000424,2023-11-13,Plusieurs agences rencontrent une situation de bug visuel sur le logiciel DBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000425,2023-11-02,Plusieurs agences rencontrent une situation de crash complet sur le logiciel DOCUBASE.,Élevée
INC00000426,2022-04-01,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel MOBIAPP.,Faible
INC00000427,2021-05-29,Un seul utilisateur rencontrent une situation de panne critique sur le logiciel DBS.,Moyenne
INC00000428,2021-09-03,Plusieurs agences rencontrent une situation de latence sur le logiciel SERVICEITECH. Cela engendre une perturbation des services métiers.,Moyenne
INC00000429,2021-12-24,Tous les utilisateurs rencontrent une situation de indisponibilité totale sur le logiciel CRM-X.,Élevée
INC00000430,2021-11-07,Plusieurs agences rencontrent une situation de latence sur le logiciel GPI.,Moyenne
INC00000431,2021-02-25,Une agence régionale rencontrent une situation de difficultés de connexion sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Faible
INC00000432,2021-06-14,Une agence régionale rencontrent une situation de panne critique sur le logiciel I-CASH.,Moyenne
INC00000433,2023-07-24,Le service informatique rencontrent une situation de erreur mineure sur le logiciel ERP-Paris.,Faible
INC00000434,2021-12-21,Le service informatique rencontrent une situation de difficultés de connexion sur le logiciel RAPT.,Faible
INC00000435,2024-05-15,Une agence régionale rencontrent une situation de bug visuel sur le logiciel CRM-X.,Faible
INC00000436,2024-08-04,Un seul utilisateur rencontrent une situation de bug visuel sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Faible
INC00000437,2020-01-28,Le service informatique rencontrent une situation de dysfonctionnement mineur sur le logiciel I-CASH. Cela engendre une perturbation des services métiers.,Faible
INC00000438,2020-08-24,Le service informatique rencontrent une situation de latence sur le logiciel SERVICEITECH.,Très faible
INC00000439,2021-10-22,Tous les utilisateurs rencontrent une situation de panne critique sur le logiciel NOVAFLOW.,Critique
INC00000440,2023-08-16,Le service informatique rencontrent une situation de bug visuel sur le logiciel SBS.,Faible
INC00000441,2020-06-15,Le service informatique rencontrent une situation de panne critique sur le logiciel RAPT.,Moyenne
INC00000442,2021-10-09,Une agence régionale rencontrent une situation de latence sur le logiciel RAPT. Cela engendre une perturbation des services métiers.,Faible
INC00000443,2024-01-29,Un seul utilisateur rencontrent une situation de difficultés de connexion sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Faible
INC00000444,2023-08-13,Le siège rencontrent une situation de panne critique sur le logiciel SERVICENOW. Cela engendre une perturbation des services métiers.,Critique
INC00000445,2022-06-22,Le siège rencontrent une situation de bug visuel sur le logiciel SBS. Cela engendre une perturbation des services métiers.,Moyenne
INC00000446,2020-05-09,Un seul utilisateur rencontrent une situation de dysfonctionnement mineur sur le logiciel E-BANKING. Cela engendre une perturbation des services métiers.,Très faible
INC00000447,2023-08-26,Plusieurs agences rencontrent une situation de latence sur le logiciel SERVICEITECH.,Moyenne
INC00000448,2024-04-15,Le siège rencontrent une situation de latence sur le logiciel MOBIAPP.,Moyenne
INC00000449,2022-06-28,Une agence régionale rencontrent une situation de erreur mineure sur le logiciel SERVICENOW.,Faible
